BANK,IFSC,MICR,BRANCH,ADDRESS,CITY1,CITY2,STATE,STD CODE,PHONE
ANDHRA BANK,ANDB0002864,583011504,SRIRAM NAGAR,"SHOP NO 23,FIRST FLOOR,SRISRINIVASA BUILDING,RG ROAD,SRIRAM NAGAR,GANGAVATHI TALUK,KOPPLA DIST,583282",KOPPAL,GANGAVATHI,KARNATAKA,8533,276080
ANDHRA BANK,ANDB0002863,583011103,SIRIGUPPA ROAD BRANCH BELLARY,"RR COMPLEX,HAVAMBAVI,SIRIGUPPA ROAD,BELLARY,583103",BELLARY,BELLARY,KARNATAKA,11,9972322334
ANDHRA BANK,ANDB0002862,757011503,MANGOBINDAPUR,"AT MANGOBINDAPUR,BIJIPUR PO,MANATRI,MAYURBHANJ DIST,ODISHA,757017",MAYURBHANJ,MANATRI,ODISHA,0,9439739789
ANDHRA BANK,ANDB0002861,516011506,SOMIREDDYPALLI,"D NO 8 24,VEERANARAYANAPURAM STREET,BRAHMAMGARI MATTAM,SOMIREDDIPALLI,516503",CUDDAPAH,MYDUKUR,ANDHRA PRADESH,8569,286055
ANDHRA BANK,ANDB0002860,560011069,HSR LAYOUT SEVEN TH SECTOR,"SITE NO 11 36,17TH CROSS,7TH SECTOR,HSR LAYOUT,BANGALORE,560102",BANGALORE URBAN,BANGALORE,KARNATAKA,0,8861127389
ANDHRA BANK,ANDB0002859,506011203,PEMBARTHY,"H NO 13 77,PEMBARTHY,JANGAON,WARANGAL,501206",WARANGAL,JANGAON,TELANGANA,8716,288111
ANDHRA BANK,ANDB0002858,505011622,GAREPELLI,"MAHADEVPUR ROAD,GAREPELLI,KARIM NAGAR,505503",KARIMNAGAR,KATARAM,TELANGANA,0,7799600776
ANDHRA BANK,ANDB0002857,462011009,SAWAN NAGAR,"PLOT NO 7,SAWAN NAGAR,NEAR HALALPURA BUS STAND,OPP SUN CITY GARDEN,BHOPAL,MADHYA PRADESH,462001",BHOPAL,BHOPAL,MADHYA PRADESH,755,2660642
ANDHRA BANK,ANDB0002856,322011004,SESHA,"SESHA VILLAGE POST,TEHSIL DIST,MALARNA DUNGAR,RAJASTHAN,322024",SAWAI MADHOPUR,MALARNA DUNGAR,RAJASTHAN,141,2360993
ANDHRA BANK,ANDB0002855,304011004,SIDRA,"SIDRA VILLAGE POST,TONK DIST,RAJASTHAN,304021",TONK,TONK,RAJASTHAN,141,2360993
ANDHRA BANK,ANDB0002854,304011003,SAJIYA,"SAJIYA VILLAGE,CHANNANI TEHSIL,MIWAI,TONK DIST,RAJASTHAN,304021",TONK,CHHAN,RAJASTHAN,141,2360993
ANDHRA BANK,ANDB0002853,532011011,VENKATAPURAM,"H NO 8,NEAR SIMHADWARAM ARCH,ANDHRA BANK COMPLEX,VENKATAPURAM,SRIKAKULAM",SRIKAKULAM,SRIKAKULAM,ANDHRA PRADESH,8942,270288
ANDHRA BANK,ANDB0002852,535011622,BHOGAPURAM,"RAJULA VEEDHI,NK 16,BHOGAPURAM,VIZIANAGARAM DIST,535216",VISHAKHAPATNAM,BHOGAPURAM,ANDHRA PRADESH,0,9966101933
ANDHRA BANK,ANDB0002851,824011002,AURANGABAD,"FIRST FLOOR,GANGA COMPLEX,MG ROAD,AURANGABAD,BIHAR STATE,824101",AURANGABAD,AURANGABAD,BIHAR,0,9576567907
ANDHRA BANK,ANDB0002850,800011011,PATALIPUTRA,"GROUND FLOOR,RAMAYAN PLAZA,PATALIPUTRA RAJAPUR POOL,OPP 32 GATE,DIGHA MAIN ROAD,PATNA,BIHAR,800001",PATNA,PATNA,BIHAR,612,2271700
ANDHRA BANK,ANDB0002849,509011747,IEEJA,"D NO 4 78 1,NEAR NEW BUSSTAND,IEEJA,MAHABUBNAGAR DIST,500127",MAHBUBNAGAR,IEEJA,TELANGANA,0,9494506726
ANDHRA BANK,ANDB0002848,625011006,P AND T NAGAR MADURAI,"P AND T NAGAR MUDURAI,D NO 10,OLS NATHAM ROAD,BIBIKULAM,MADURAI,625014",MADURAI,MADURAI,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002847,505011105,RAIKAL,"ANDHRA BANK,RAIKAL OPP SBH,GANDHI STATUE",KARIMNAGAR,RAIKAL,TELANGANA,8724,283344
ANDHRA BANK,ANDB0002846,110011101,FARIDABAD SEC TWENTY ONE C,"DSS 31 TO 32,SECTOR 21C,FARIDABAD,HARYANA",FARIDABAD,FARIDABAD,HARYANA,11,25713642
ANDHRA BANK,ANDB0002845,691011202,KUNDARA,"KUNNEL GALIA BUILDING,HOSPITAL JUNCTION,KUNDARA,KOLLAM,KERALA,691504",KOLLAM,KUNDARA,KERALA,484,2207777
ANDHRA BANK,ANDB0002844,764011506,UMURI,"UMURI PO,KORAPUT DIST,ODISHA,764002",KORAPUT,JEYPORE,ODISHA,0,8985399485
ANDHRA BANK,ANDB0002843,506011546,MUPPARAM,"H NO 2 87 1,MUPPARAM,DHARMASAGAR MANDAL,506142",WARANGAL,DHARMASAGAR,TELANGANA,8711,224333
ANDHRA BANK,ANDB0002842,762011102,BOUDH,"MARKET ROAD,NEAR RAM LEELA STREET,BOUDH,ODISHA,762014",BOUDH,BOUDH,ODISHA,0,9338392566
ANDHRA BANK,ANDB0002841,560011068,KITHIGANUR,"NO 12,KITHIGANUR,K R PURAM POST,BENGALURU,560036",BANGALORE URBAN,BANGALORE,KARNATAKA,0,9986083777
ANDHRA BANK,ANDB0002840,560011067,HOSAKOTE,"NO 128,4TH A CROSS,MV EXTENSION,KAMURAHALLI MAIN ROAD,HOSAKOTE,BENGALURU RURAL DIST,BENGALURU,562114",BANGALORE URBAN,BANGALORE,KARNATAKA,0,9916840955
ANDHRA BANK,ANDB0002839,530011526,PAYAKARAOPETA,"OPP CHITRA MANDIR THEATRE,MAIN ROAD,PAYAKARAOPETA,VISAKHAPATNAM,ANDHRA PRADESH,531126",VISHAKHAPATNAM,PAYAKARAOPET,ANDHRA PRADESH,8854,255200
ANDHRA BANK,ANDB0002838,530011055,POTHINA MALLAYYAPALEM,"PLOT NO 101 AND 102,V ENCLAVE,80 FEET ROAD,PM PALEM,MADHURAWADA,VISAKHAPATNAM,530041",VISHAKHAPATNAM,VISAKHAPATNAM,ANDHRA PRADESH,891,2556733
ANDHRA BANK,ANDB0002837,530011054,SABBAVARAM,"OPP DURGAMAMBA TEMPLE,CHODAVARAM ROAD,SABBAVARAM,VISAKHAPATNAM,531035",VISHAKHAPATNAM,SABBAVARAM,ANDHRA PRADESH,0,8885566526
ANDHRA BANK,ANDB0002836,515011104,LEPAKSHI,"D NO 1 109,MAIN ROAD,LEPAKSHI VILLAGE,ANANTAPURAM DISTRICT,ANDHRA PRADESH,515331",ANANTAPUR,LEPAKSHI,ANDHRA PRADESH,0,8465806280
ANDHRA BANK,ANDB0002835,507011742,CHINTUR,"NEW LIBRARY BUILDING ,YERRAMPETA,CHINTUR MANDAL,EAST GODAVARI,ANDHRA PRADESH,507129",EAST GODAVARI,RAMPACHODAVARAM,ANDHRA PRADESH,884,2369093
ANDHRA BANK,ANDB0002834,686011603,KULASEKHARAMANGALAM,"INDO AMERICAN HOSPITAL,CHAMMANKARY,AKKARAPADAM,KULASEKHARAMANGALAM,YAIKOM,KERALA,686143",KOTTAYAM,VAIKOM,KERALA,484,2207777
ANDHRA BANK,ANDB0002833,400011062,DOMBIVLI WEST,"101,SUPRABHAT APARTMENT,MAHATMA PHULE ROAD,BHOIRWADI,DOMBIVLI WEST,THANE,MAHARASHTRA,421201",THANE,DOMBIVLI,MAHARASHTRA,0,8097186737
ANDHRA BANK,ANDB0002832,226011019,GOMATI NAGAR EXTN,"1 758C,SECTOR 1,GOMATI NAGAR EXT,226010",LUCKNOW,LUCKNOW,UTTAR PRADESH,0,8005204877
ANDHRA BANK,ANDB0002831,392011071,JOLVA,"SHOP NO 102,103,104,MILLENIUM MARKET,JOLVA,BHARUCH",BHARUCH,VAGRA,GUJARAT,0,7043312396
ANDHRA BANK,ANDB0002830,700011039,CHAMPAHATI,"CHAMPAHATI VILL,BARUIPUR PS,24 PARGANA SOUTH,WEST BENGAL,743330",SOUTH 24 PARGANAS,CHAMPAHALI,WEST BENGAL,3218,260333
ANDHRA BANK,ANDB0002829,766011502,KHARIAR,"OPP POLICE STATION,MAIN ROAD,KHARIAR",NAWAPARA,KHARIAR,ODISHA,0,9438281577
ANDHRA BANK,ANDB0002828,762011501,BALIGUDA,"OPP BOYS HIGH SCHOOL,BALIGUDA,KANDHAMAL DIST,762103",PHULABANI,BALIGUDA,ODISHA,0,9437305395
ANDHRA BANK,ANDB0002827,755011002,JAJPUR,"JAGESWARPUR,UNIT 8,JAJPUR DIST,ODISHA,755001",JAJPUR,JAJPUR TOWN,ODISHA,0,8984241306
ANDHRA BANK,ANDB0002826,132011104,ANAJ MANDI,"ANDHRA BANK,254,NEW GRAIN MARKET,GT ROAD,KARNAL,HARYANA,132116",KARNAL,KARNAL,HARYANA,0,9417601799
ANDHRA BANK,ANDB0002825,132011203,PHURLAK,"PHURLAK VILLAGAE,GHARAUNDA POST,KARNAL,HARYANA,132114",KARNAL,GHARAUNDA,HARYANA,0,8901307292
ANDHRA BANK,ANDB0002824,160011021,KISHANGARH,"PLOT NO 856,ADJACENT TO HOTEL CHANDIGARH,IT PARK CHOWK,KISHANGARH,CHANDIGARH,160101",CHANDIGARH,CHANDIGARH,CHANDIGARH,0,7814113169
ANDHRA BANK,ANDB0002823,247011303,SILAWAR,"TEHSIL VILLAGE,SILAWAR POST,SHAMIL DIST,247776",MUZAFFARNAGAR,SHAMLI,UTTAR PRADESH,0,9837370004
ANDHRA BANK,ANDB0002822,244011502,MALAKPUR,"MALAKPUR VILLAGE,POST TEHSIL DHANAURA,AMROHA DIST,244231",JYOTIBA PHULE NAGAR,DHANAURA,UTTAR PRADESH,121,2658100
ANDHRA BANK,ANDB0002821,242011002,SHAHJAHANPUR,"MOHALLA KHIRNI BAGH,NEAR KALIBARI MANDIR,SHAHJAHANPUR,242001",SHAHJAHANPUR,SHAHJAHANPUR,UTTAR PRADESH,0,8979507566
ANDHRA BANK,ANDB0002820,141011006,SAHNEWAL KOHARA ROAD,"SAHNEWAL KOHARA ROAD,SAHNEWAL VILLAGE,LUDHIANA TEHSIL,LUDHIANA,141120",LUDHIANA,LUDHIANA,PUNJAB,161,4033321
ANDHRA BANK,ANDB0002819,140011152,NANGAL,"LOOMBA COMPLEX,OPP RAILWAY STATION,NANGAL,ROOPNAGAR,PUNJAB,140124",RUPNAGAR,NANGAL,PUNJAB,161,4033321
ANDHRA BANK,ANDB0002818,152011102,SUKHNA ABLU,"SUKHNA ABLU VILLAGE,SUKHNA ABLU TEHSIL,GIDDERBAHA,MUKTSAR DISTRICT,152031",MUKTSAR,MUKTSAR,PUNJAB,161,4033321
ANDHRA BANK,ANDB0002817,331011002,CHURU,"WARD NO21,VAIBHAV PLAZA,NEAR MAULANA AZAD CHOWK,NAISARAK CHURU,RAJASTHAN,331001",CHURU,CHURU,RAJASTHAN,141,2360993
ANDHRA BANK,ANDB0002816,803011002,BIHAR SHARIFF,"GANDHI COMPLEX,NEAR AJANTA CINEMA,RAMCHANDRAPUR,BIHAR SHARIFF,NALANDA DIST,BIHAR,803101",NALANDA,NALANDA,BIHAR,611,2238050
ANDHRA BANK,ANDB0002815,804011002,JEHANABAD,"D K COMPLEX,GROUND FLOOR,HORLIGANJ,N H 83,JEHANABAD,BIHAR,804408",JEHANABAD,JEHANABAD,BIHAR,0,7763042335
ANDHRA BANK,ANDB0002814,800011010,BYPASS MITHAPUR,"SITARAM MARKET,RAM KRISHNA NAGAR,MITHAPUR BYPASS,PATNA DIST,BIHAR,800027",PATNA,PATNA,BIHAR,612,2920168
ANDHRA BANK,ANDB0002813,800011008,DANAPUR,"RAJA RAM TOWER,GOLA ROAD,DIGHA DANAPUR MAIN ROAD,PATNA,BIHAR,801503",PATNA,DINAPUR,BIHAR,6115,222023
ANDHRA BANK,ANDB0002812,800011012,SOHGI,"SITARAM BHAVAN,SAMPATCHAK,SOHGI MOR,PATNA,BIHAR,800007",PATNA,SAMPATCHAK,BIHAR,612,2494004
ANDHRA BANK,ANDB0002811,800011009,MUSALLAHPURHAT,"SUMITRA SADAN,CHAK MUSALLAHPUR,CHAI TOLA,PATNA,BIHAR,800006",PATNA,PATNA,BIHAR,612,2660944
ANDHRA BANK,ANDB0002810,508011683,NIDAMANUR,"H NO 6 184,MAIN ROAD,OPP APGVB,NIDAMANUR",NALGONDA,NIDAMANURA,TELANGANA,0,8886132119
ANDHRA BANK,ANDB0002809,508011703,YADAGIRIGUTTA,"H NO 1 3 10 3,SRIRAMNAGAR,OPP MANDAL OFFICE,YADAGIRIGUTTA",NALGONDA,YADAGIRIGUTTA,TELANGANA,0,9963888278
ANDHRA BANK,ANDB0002808,721011202,TAMLUK,"PLOT NO 32,58 WARD NO 4,JL NO 145,BARPADUMBASAN VILLAGE,TAMLUK PO,PURBAMEDINIPUR DISTRICT,721636",PURBA MEDINIPUR,TAMLUK,WEST BENGAL,3228,269999
ANDHRA BANK,ANDB0002807,325011002,BARAN,"PLOT NO 7,RAJIV PATH,OPP HINGLAJMATA KA MANDIR,MAIN KOTA ROAD,BRAN,RAJASTHAN",BARAN,BARAN,RAJASTHAN,141,2360993
ANDHRA BANK,ANDB0002806,110011100,ROHINI SEC ELEVEN,"PLOT NO 6,SECTOR 11,ROHINI,NEW DELHI,110085",DELHI,DELHI,DELHI,11,25713640
ANDHRA BANK,ANDB0002805,110011099,VASANTH KUNJ,"B 10,SHOP NO 24,25,26,CSC,POCKET NO 10,VASANTH KUNJ,NEW DELHI,110070",DELHI,DELHI,DELHI,11,25713642
ANDHRA BANK,ANDB0002804,110011102,MOTI NAGAR,"E 2,MOTI NAGAR,NEW DELHI,110015",DELHI,DELHI,DELHI,11,25713641
ANDHRA BANK,ANDB0002803,147011203,PATRAN,"NEAR A ONE HOTEL,NARWANA ROAD,PATRAN,PATIALA DISTRICT,147105",PATIALA,PATIALA,PUNJAB,161,4033321
ANDHRA BANK,ANDB0002802,515011012,A NARAYANAPURAM,"D NO 3 323,TAPOVANAM CIRCLE,A NARAYANAPURAM ROAD,ANANTAPURAM,515001,ANDHRA PRADESH",ANANTAPUR,ANANTAPUR,ANDHRA PRADESH,0,9440785548
ANDHRA BANK,ANDB0002801,518011682,GHANI,"MAIN ROAD,GHANI VILLAGE,GADIVEMULA MANDAL,KURNOOL DIST,518010",KURNOOL,GADIVEMULA,ANDHRA PRADESH,0,9908764545
ANDHRA BANK,ANDB0002800,534011209,KHANDAVALLI,"NEAR PANCHAYAT OFFICE,H NO 10 22 2,KHANDAVALLI,PERAVALI MANDAL,WG DIST,ANDHRA PRADESH",WEST GODAVARI,PERAVALI,ANDHRA PRADESH,8819,278669
ANDHRA BANK,ANDB0002799,534011588,SEETHANAGARAM,"D NO 4 45A,MAIN ROAD,SEETHA NAGARAM POST,CHINTALAPUDI MANDAL,WG DIST,ANDHRA PRADESH,534460",WEST GODAVARI,CHINTALAPUDI,ANDHRA PRADESH,8823,283234
ANDHRA BANK,ANDB0002798,631011204,PEDDANAGAPOONDI,"SB COMPLEX,CHITHOOR MAIN ROAD,PEDDANAGAPOONDI,TIRUVALLUR DISTRICT,631302,TAMILNADU",THIRUVALLUR,TIRUVALLUR,TAMIL NADU,44,25332944
ANDHRA BANK,ANDB0002797,607011102,NEYVELI,"E 55,AMBEDKAR ROAD,BLOCK 20,NEYVELI TOWNSHIP,CUDDALORE DISTRICT,TAMIL NADU,607801",CUDDALORE,NEYVELI,TAMIL NADU,44,25332944
ANDHRA BANK,ANDB0002796,600011074,GUINDY,"9 14A,SENGENI AMMAN KOIL STREET,MADUVANKARAI,GUINDY,TAMIL NADU,600032",CHENNAI,CHENNAI,TAMIL NADU,44,25332944
ANDHRA BANK,ANDB0002795,520011047,GURUNANAK ROAD,"D NO 59A 6 11,PLOT NO114,SY NO 132 8,NEW PT COLONY,ROAD NO 4,GURUNANAK ROAD,VIJAYAWADA,KRISHNA DIST,AP,520008",KRISHNA,VIJAYAWADA,ANDHRA PRADESH,866,2560402
ANDHRA BANK,ANDB0002794,517011111,MORDHANAPALLE,"MORDHANAPALLE VILLAGE,KUKKALAPALLE POST,YADAMARRI MANDAL,CHITTOR DIST,AP,511128",CHITTOOR,CHITTOOR,ANDHRA PRADESH,8772,247915
ANDHRA BANK,ANDB0002793,516011645,PUTHANAVARIPALLI,"MAIN ROAD,PUTHANAVARIPALLI VILLAGE,PULLAMPET MANDAL",CUDDAPAH,PULLAMPET,ANDHRA PRADESH,8566,257575
ANDHRA BANK,ANDB0002792,522011590,DONDAPADU,"D NO 5-5,NEAR SIVALAYAM,DONDAPADU,522237",GUNTUR,THULLUR,ANDHRA PRADESH,863,2241184
ANDHRA BANK,ANDB0002791,503011662,JAKRANPALLY,"D NO N7 108 3 1,SHIVALAYAM STREET,JAKRANPALLY,NIZAMABAD,503175",NIZAMABAD,JAKKARAMPALLY,TELANGANA,0,8886222562
ANDHRA BANK,ANDB0002790,620011005,K K NAGAR TRICHY,"K K NAGAR TRICHY,PLOT NO 340,EVR SALAI,KK NAGAR,TRICHY,620001,TAMILNADU",TIRUCHIRAPALLI,TIRUCHIRAPPALLI,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002789,620011006,TIRUVERUMBUR,"PLOT NO 2 AND 11,VIGNESH NAGAR,TANJORE MAIN ROAD,KATTUR,TRICHY,620019,TAMIL NADU",TIRUCHIRAPALLI,TIRUCHIRAPPALLI,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002788,635011102,TIRUPATTUR,"NO 7,KOVILUR ROAD,TIRUPATTUR,VELLORE DISTRICT,635601,TAMIL NADU",VELLORE,TIRUPATTUR,TAMIL NADU,44,25332944
ANDHRA BANK,ANDB0002787,631011205,K G KANDIGAI,"PLOT NO4,NOCHILI ROAD,K G KANDIGAI,THIRUVALLUR DIST,TAMIL NADU,631205",THIRUVALLUR,TIRUTTANI,TAMIL NADU,44,25332944
ANDHRA BANK,ANDB0002786,226011020,RETAIL LOAN EXPRESS,"ZONAL OFFICE,SHEETAL COMPLEX,1ST FLOOR,19 B,VIDHAN SABHA MARG,LUCKNOW,226001",LUCKNOW,LUCKNOW,UTTAR PRADESH,522,2235758
ANDHRA BANK,ANDB0002785,641011108,KANGEYAM,"OLD NO 407,NEW NO 263,TIRUPUR ROAD,KANGEYAM,638701",COIMBATORE,TIRUPUR,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002784,638011009,VEERAPPANCHATIRAM,"NEW TS NO 96,WARD NO 25,MUNICIPAL COLONY,VEERAPPANCHATIRAM,ERODE,638002",ERODE,ERODE,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002783,641011022,KURUMBAPALAYAM,"D NO 92 3,92 13,14,15,16 FIRST FLOOR,VAIBHAV ILLAM,CHARAGIRI AIRPORT ROAD,KURUMBAPALAYAM,COIMBATORE,641107",COIMBATORE,COIMBATORE,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002782,450011101,KHANDWA,"KHANDWA BRANCH,PLOT NO 31,PADAWA,NEAR HANUMAN MANDIR,INDORE ROAD,KHANDWA DIST,MADHYA PRADESH,450001",EAST NIMAR,KHANDWA,MADHYA PRADESH,733,2243009
ANDHRA BANK,ANDB0002781,,SME EXPRESS CENTRE LUDHIANA,"SCO 2,SECTOR 32A,CHANDIGARH ROAD,LUDHIANA,141010",LUDHIANA,LUDHIANA,PUNJAB,161,4033321
ANDHRA BANK,ANDB0002780,141011252,KOT GANGURAI,"VILLAGE POST KOT GANGURAI,TEHSIL KUM KALAN,LUDHIANA DIST,141113",LUDHIANA,LUDHIANA,PUNJAB,161,4033321
ANDHRA BANK,ANDB0002779,110011097,ROHINI SEC TWENTY TWO,"170 6,POCKET 6,ROHINI SEC 22,DELHI,110085",DELHI,DELHI,DELHI,11,25713841
ANDHRA BANK,ANDB0002778,110011098,SHIVAJI PARK,"DSM 01 AND 02,DLF TOWER,SHIVAJI MARG,MOTINAGAR,DELHI,110015",DELHI,DELHI,DELHI,11,25713640
ANDHRA BANK,ANDB0002777,641011021,NILAMBUR,"2 49,AVINASHI ROAD,CHINNAIAMPALAYAM POST,NILAMBUR,COIMBATORE,641062",COIMBATORE,COIMBATORE,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002776,638011008,MAYILAMBADI,"MAYILAMBADI BRANCH,D NO 244,MAIN ROAD,MYLAMBADI,638314,BHAVANI THALUK,ERODE DIST",ERODE,ERODE,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002775,627011007,PERMALPURAM,"G FLOOR,B 276 1,NGO B COLONY,PERUMALPURAM,TIRUNELVELI,627007",TIRUNELVALI,TIRUNELVELI,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002774,641011020,NAICKENPALAYAM,"NAICKENPALAYAM BRANCH,PREMIER FINE LINENS P LTD,KARUPPAMPALAYAM POST,POLLACHI TK 642004,COIMBATORE DISTRICT",COIMBATORE,COIMBATORE,TAMIL NADU,0,9543393445
ANDHRA BANK,ANDB0002773,524011622,NORTH MOPUR,"H NO 129,OPP PANCHAYAT OFFICE,NORTH MOPUR,ALLUR MANDAL,SPSR NELLORE DIST,524315",NELLORE,MOPURU,ANDHRA PRADESH,8622,256256
ANDHRA BANK,ANDB0002772,460011001,BETUL,"BETUL BRANCH,PLOT NO 1 13,3,DEV COMPLEX,NEAR SHANI MANDIR,BETUL GANJ,BETIL DIST,MADHYA PRADESH,460001",BETUL,BETUL,MADHYA PRADESH,7141,234633
ANDHRA BANK,ANDB0002770,632011104,THIRUPPARKADAL,"6 2A,THIRUPPARKADAL ROAD,THIRUPPARKADAL,VELLORE DIST,TAMIL NADU,632508",VELLORE,RANIPET,TAMIL NADU,0,9994194199
ANDHRA BANK,ANDB0002769,518011115,RAITHU NAGARAM,"ALLAGADDA ROAD,RAITHUNAGARAM VILLAGE,NANDYAL MANDAL,KURNOOL DIST,ANDHRA PRADESH,518502",KURNOOL,NANDYAL,ANDHRA PRADESH,0,8008661327
ANDHRA BANK,ANDB0002768,518011113,PADMAVATHI NAGAR,"MAIN ROAD,PADMAVATHI NAGAR,NANDYAL,KURNOOL DIST,518501",KURNOOL,NANDYAL,ANDHRA PRADESH,0,9959043502
ANDHRA BANK,ANDB0002766,518011683,BANDI ATMAKUR,"SHOP NO 8 9 10,PRR SHOPPING COMPLEX,NEAR RTC BUSSTAND,BANDI ATMAKUR,KURNOOL DIST,ANDHRA PRADESH,518523",KURNOOL,BANDI ATMAKUR,ANDHRA PRADESH,0,9441358458
ANDHRA BANK,ANDB0002765,535011014,MALICHERLA,"2 270 A,RTC COLONY,MALICHERLA VILLAGE PO,NEAR LORVEN SCHOOL,VIZIANAGARM",VIZIANAGARAM,VIZIANAGARAM,ANDHRA PRADESH,0,9441269993
ANDHRA BANK,ANDB0002764,532011010,AMPOLU,"B C HOSTEL,NEAR PACKAG SCHEME, AMPOLU VILLAGE,532404",SRIKAKULAM,GARA,ANDHRA PRADESH,0,9966198753
ANDHRA BANK,ANDB0002763,517011606,BODEVANDLA PALLI,"BODEVANDLA PALLI,YERRAVARIPALLI MDL,CHITTOOR DIST,ANDHRA PRADESH,517194",CHITTOOR,YERRAVARIPALEM,ANDHRA PRADESH,8584,270057
ANDHRA BANK,ANDB0002762,400011061,BHAYANDER,"SHOP NO 1,2,3,4,SHIV VANDANA INDRALOK,PHASE III,NEAR TIRPATHI DREAM,INDRALOK,BHAYANDER EAST,MUMBAI,401105",THANE,MIRA-BHAYANDAR,MAHARASHTRA,0,7506363410
ANDHRA BANK,ANDB0002761,461011301,PIPARIYA,"PIPARIYA BRANCH,PLOT NO 7,PANCHMARI ROAD,BHAGAT SINGH WARD,PIPARIYA TEHSIL,HOSHANGABAD DIST,MADHYA PRADESH,461775",HOSHANGABAD,PIPARIA,MADHYA PRADESH,7576,222694
ANDHRA BANK,ANDB0002760,477011001,BHIND,"WARD NO 7,LASHKAR ROAD,BHIND DISTRICT,MADHYA PRADESH,477001",BHIND,BHIND,MADHYA PRADESH,7534,240455
ANDHRA BANK,ANDB0002759,491011501,BIRJHAPUR,"BIRJHAPUR VILLAGE,BARHAPUR POST,DHAMDHA GANDAI ROAD,TEHSIL DHAMDHA,DURG DISTRICT,CHHATTISGARH,491331",DURG,DURG,CHHATTISGARH,755,2556487
ANDHRA BANK,ANDB0002757,518011543,KODUMURU,"SHOP NO 33 TO 35,HEMADRI REDDY COMPLEX,NEAR NEW RTC BUS STAND,KODUMURU,KURNOOL",KURNOOL,KODUMUR,ANDHRA PRADESH,0,9885333877
ANDHRA BANK,ANDB0002755,534011547,GOPALAPURAM,"D NO 5 230 A,NEAR TAXI STAND,GOPALAPURAM VILLAGE,WG DT,AP,534316",WEST GODAVARI,GOPALAPURAM,ANDHRA PRADESH,0,8179386833
ANDHRA BANK,ANDB0002754,534011503,BUS STATION ROAD JANGAREDDYGUDEM,"D NO 11 801,BESIDE PETROL BUNK,ELURU ROAD,JANGAREDDYGUDEM,WG DT,ANDHRA PRADESH,534447",WEST GODAVARI,JANGAREDDIGUDEM,ANDHRA PRADESH,8812,230938
ANDHRA BANK,ANDB0002753,534011303,EDLA BAZAR PALAKOL,"D NO 29 2 24,NEARSUBBARAYUDU TEMPLE,EDLA BAZAR,PALAKOL,WG DT,ANDHRA PRADESH,534260",WEST GODAVARI,PALAKOL,ANDHRA PRADESH,0,9989107271
ANDHRA BANK,ANDB0002752,480011001,CHHINDWARA,"SHIVNANDANAM CHAR FATAK,NARSINGHPUR ROAD,SANTOSHI MAA MANDIR,CHHINDWARA,MADHYA PRADESH,480002",CHHINDWARA,CHHINDWARA,MADHYA PRADESH,716,2292500
ANDHRA BANK,ANDB0002750,452011010,GEETA BHAVAN,"NO 56 A,MANORAMA GANJ,GEETA BHAVAN,OPP SETH APARTEMENT,INDORE,MADHYA PRADESH,452001",INDORE,INDORE,MADHYA PRADESH,731,2492034
ANDHRA BANK,ANDB0002748,497011001,AMBIKAPUR,"HOTEL GRAND BASANT,BESIDE BASANT TALKIES,KHARSIA ROAD,AMBIKAPUR,SARGUJA DISTRICT,CHATTISGARH,497001",SURGUJA,AMBIKAPUR,CHHATTISGARH,7774,222612
ANDHRA BANK,ANDB0002747,524011544,KOLLAPANAIDUPALLY,"H NO 347,KOLLAPANAIDUPALLY,NERNUR PANCHAYAT,CHEJARLA MANDAL,NELLORE DIST,524342",NELLORE,ATMAKUR,ANDHRA PRADESH,8621,228668
ANDHRA BANK,ANDB0002746,520011627,EDUPUGALLU,"D NO 4 89 1,EDUPUGALLU,KANKIPADU MANDAL,KRISHNA DIST,ANDHRA PRADESH,521151",KRISHNA,KANKIPADU,ANDHRA PRADESH,866,2560402
ANDHRA BANK,ANDB0002745,600011073,MOOLAKADAI,"NO 96,OLD NO 4,TH ROAD,MR NAGAR,KODUNGAIYUR,CHENNAI,600118",CHENNAI,CHENNAI,TAMIL NADU,44,25332944
ANDHRA BANK,ANDB0002744,505011510,GOPAL NAGAR,"H NO 12 5 119,120 AND 121,OPP LIC OF INDIA,GOPAL NAGAR,SIRCILLA,505301",KARIMNAGAR,SIRCILLA,TELANGANA,0,9440414252
ANDHRA BANK,ANDB0002743,487011501,GOTEGAON,"RUDRA WARD,STATION ROAD,NARSINGHPUR DIST,MADHYA PRADESH,487118",NARSIMHAPUR,GOTEGAON,MADHYA PRADESH,7794,283939
ANDHRA BANK,ANDB0002742,455011001,DEWAS,"H NO 81 74,MARUTI NAGAR,NEAR MANDI GATE NO 3,AB ROAD,DEWAS DIST,MADHYA PRADESH,455001",DEWAS,DEWAS,MADHYA PRADESH,727,2255233
